,Trigger document,Earmarked Funds,Document item,Business Transaction,Consptn in Doc.Crncy,Currency,Revaluation rate,Consumption in LC,Local Currency,Delete Date,Document Date,Reduction text,Purchasing Document,Reference document,Reference procedure,Reference line item,Item,Line item,Seq. No. of Account Assgt,GL
9027,4501942840 00001,,4.0,Purchase Order,740.12,CAD,,740.12,CAD,2019-08-01,2019-05-31,Bulk Hardware as per quote,4501942840.0,4501942840.0,PORD,1.0,1.0,,,7210.0
9028,4501941905 00001,,4.0,Purchase Order,331.38,CAD,,331.38,CAD,2019-06-10,2019-05-30,Lumber as per quote,4501941905.0,4501941905.0,PORD,1.0,1.0,,,7210.0
9029,4501941907 00001,,4.0,Purchase Order,970.81,CAD,,970.81,CAD,2019-06-24,2019-05-30,8 Hanger Stock as per Quote,4501941907.0,4501941907.0,PORD,1.0,1.0,,,7210.0
9030,4501939571 00001,,4.0,Purchase Order,406.26,CAD,,406.26,CAD,2019-06-25,2019-05-27,"Scale, Eye Wipes as per quote",4501939571.0,4501939571.0,PORD,1.0,1.0,,,7210.0
9031,4501939634 00001,,4.0,Purchase Order,19.99,CAD,,19.99,CAD,2019-06-12,2019-05-27,Blind,4501939634.0,4501939634.0,PORD,1.0,1.0,,,7210.0
9032,4501939493 00001,,4.0,Purchase Order,587.45,CAD,,587.45,CAD,2019-06-13,2019-05-27,"Shear, Knife, Blades, Marker as per quot",4501939493.0,4501939493.0,PORD,1.0,1.0,,,7210.0
9033,4501939446 00001,,4.0,Purchase Order,227.5,CAD,,227.5,CAD,2019-06-13,2019-05-27,Thread as per quote,4501939446.0,4501939446.0,PORD,1.0,1.0,,,7210.0
9034,4501939435 00001,,4.0,Purchase Order,284.55,CAD,,284.55,CAD,2019-06-10,2019-05-27,"Mig Wire, Tape, Brush, Guard as per quot",4501939435.0,4501939435.0,PORD,1.0,1.0,,,7210.0
9035,4501939427 00001,,4.0,Purchase Order,650,CAD,,650,CAD,2019-06-12,2019-05-27,Half Inch Plate as per quote,4501939427.0,4501939427.0,PORD,1.0,1.0,,,7210.0
9036,4501939068 00003,,4.0,Purchase Order,681.48,CAD,,681.48,CAD,2019-07-05,2019-05-24,Bulk Hardware 8 Hangar as per quote,4501939068.0,4501939068.0,PORD,3.0,3.0,,,7210.0
9037,4501939600 00001,,4.0,Purchase Order,39.99,CAD,,39.99,CAD,2019-07-05,2019-05-27,Case,4501939600.0,4501939600.0,PORD,1.0,1.0,,,7210.0
9038,4501939505 00001,,4.0,Purchase Order,461.46,CAD,,461.46,CAD,2019-06-24,2019-05-27,7 Hanger Stock as per quote,4501939505.0,4501939505.0,PORD,1.0,1.0,,,7210.0
9039,4501930135 00002,,4.0,Purchase Order,433.02,CAD,,433.02,CAD,2019-06-25,2019-05-08,Bulk Hardware as per quote,4501930135.0,4501930135.0,PORD,2.0,2.0,,,7210.0
9040,4501927102 00001,,4.0,Purchase Order,940.82,CAD,,940.82,CAD,2019-06-13,2019-05-03,Bulk Hardware as per quote,4501927102.0,4501927102.0,PORD,1.0,1.0,,,7210.0
9041,4501926832 00002,,4.0,Purchase Order,231.92,CAD,,231.92,CAD,2019-06-10,2019-05-02,Hand Cleaner,4501926832.0,4501926832.0,PORD,2.0,2.0,,,7210.0
9042,4501926686 00003,,4.0,Purchase Order,152.19,CAD,,152.19,CAD,2019-06-10,2019-05-02,Bulk Hardware as per quote,4501926686.0,4501926686.0,PORD,3.0,3.0,,,7210.0
9043,4501923906 00003,,4.0,Purchase Order,526.65,CAD,,526.65,CAD,2019-06-25,2019-04-29,Bulk Hardware as per quote,4501923906.0,4501923906.0,PORD,3.0,3.0,,,7210.0
9044,4501923246 00001,,4.0,Purchase Order,642.25,CAD,,642.25,CAD,2019-06-20,2019-04-26,Bulk Hardware as per quote,4501923246.0,4501923246.0,PORD,1.0,1.0,,,7210.0
9045,4501922479 00003,,4.0,Purchase Order,227.38,CAD,,227.38,CAD,2019-10-11,2019-04-25,Bulk Hardware as per quote,4501922479.0,4501922479.0,PORD,3.0,3.0,,,7210.0
9046,4501921690 00002,,4.0,Purchase Order,83.4,CAD,,83.4,CAD,2019-05-01,2019-04-24,Water Hose Nozzle,4501921690.0,4501921690.0,PORD,2.0,2.0,,,7210.0
9047,4501921690 00001,,4.0,Purchase Order,42.5,CAD,,42.5,CAD,2019-05-01,2019-04-24,Saw Blades,4501921690.0,4501921690.0,PORD,1.0,1.0,,,7210.0
9048,4501921329 00001,,4.0,Purchase Order,688.12,CAD,,688.12,CAD,2019-06-10,2019-04-24,Carbide Burr as per quote,4501921329.0,4501921329.0,PORD,1.0,1.0,,,7210.0
9049,4501920561 00001,,4.0,Purchase Order,565.92,CAD,,565.92,CAD,2019-05-30,2019-04-23,Drill Bits Numbered as per quote,4501920561.0,4501920561.0,PORD,1.0,1.0,,,7210.0
9050,4501919561 00001,,4.0,Purchase Order,992.66,CAD,,992.66,CAD,2019-05-30,2019-04-18,Bulk Hardware as per quote,4501919561.0,4501919561.0,PORD,1.0,1.0,,,7210.0
9051,4501918345 00001,,4.0,Purchase Order,220,CAD,,220,CAD,2019-05-01,2019-04-16,Dust Bane,4501918345.0,4501918345.0,PORD,1.0,1.0,,,7210.0
9052,4501918899 00005,,4.0,Purchase Order,136.48,CAD,,136.48,CAD,2019-05-01,2019-04-17,Dust Bane,4501918899.0,4501918899.0,PORD,5.0,5.0,,,7210.0
9053,4501918899 00004,,4.0,Purchase Order,27.72,CAD,,27.72,CAD,2019-05-01,2019-04-17,Light Bulb,4501918899.0,4501918899.0,PORD,4.0,4.0,,,7210.0
9054,4501918884 00001,,4.0,Purchase Order,448.2,CAD,,448.2,CAD,2019-05-30,2019-04-17,Bulk hardware as per quote,4501918884.0,4501918884.0,PORD,1.0,1.0,,,7210.0
9055,4501918403 00001,,4.0,Purchase Order,288,CAD,,288,CAD,2019-05-01,2019-04-16,Engraving Material as per quote,4501918403.0,4501918403.0,PORD,1.0,1.0,,,7210.0
9056,4501918163 00001,,4.0,Purchase Order,676.55,CAD,,676.55,CAD,2019-05-30,2019-04-16,Bulk Hardware as per quote,4501918163.0,4501918163.0,PORD,1.0,1.0,,,7210.0
9057,4501914518 00003,,4.0,Purchase Order,89.7,CAD,,89.7,CAD,2019-04-18,2019-04-10,Liquid Measure,4501914518.0,4501914518.0,PORD,3.0,3.0,,,7210.0
9058,4501916208 00001,,4.0,Purchase Order,991.07,CAD,,991.07,CAD,2019-05-09,2019-04-12,Bulk Hardware as per quote,4501916208.0,4501916208.0,PORD,1.0,1.0,,,7210.0
9059,4501914533 00003,,4.0,Purchase Order,121.47,CAD,,121.47,CAD,2019-06-11,2019-04-10,Bulk Hardware as per quote,4501914533.0,4501914533.0,PORD,3.0,3.0,,,7210.0
9060,4501913177 00003,,4.0,Purchase Order,674.53,CAD,,674.53,CAD,2019-05-30,2019-04-08,Bulk Hardware as per quote,4501913177.0,4501913177.0,PORD,3.0,3.0,,,7210.0
9066,0015677465 00020,,5.0,Purchase Requisition,0,CAD,,0,CAD,2020-03-03,2020-03-03,Grinding Disc as per quote,15677465.0,15677465.0,PREQ,20.0,20.0,,,7312.0
9067,0015675964 00040,,5.0,Purchase Requisition,0,CAD,,0,CAD,2020-03-02,2020-03-02,Abrasive Disc as per quote,15675964.0,15675964.0,PREQ,40.0,40.0,,,7312.0
9068,0015638754 00010,,5.0,Purchase Requisition,0,CAD,,0,CAD,2020-02-18,2020-02-18,Grinder Points as per quote,15638754.0,15638754.0,PREQ,10.0,10.0,,,7312.0
9069,0015636088 00040,,5.0,Purchase Requisition,0,CAD,,0,CAD,2020-02-17,2020-02-17,Grinding Disc as per quote,15636088.0,15636088.0,PREQ,40.0,40.0,,,7312.0
9070,0015636088 00020,,5.0,Purchase Requisition,0,CAD,,0,CAD,2020-02-17,2020-02-17,Grinding Disc as per quote,15636088.0,15636088.0,PREQ,20.0,20.0,,,7312.0
9071,0015627112 00040,,5.0,Purchase Requisition,0,CAD,,0,CAD,2020-02-13,2020-02-13,Grinding Disc as per quote,15627112.0,15627112.0,PREQ,40.0,40.0,,,7312.0
9072,0015427766 00050,,5.0,Purchase Requisition,0,CAD,,0,CAD,2020-01-27,2019-11-28,Sanding Disc as per quote,15427766.0,15427766.0,PREQ,50.0,50.0,,,7312.0
9073,0015250165 00020,,5.0,Purchase Requisition,0,CAD,,0,CAD,2019-11-15,2019-09-26,Grinding Disc as per quote,15250165.0,15250165.0,PREQ,20.0,20.0,,,7312.0
9074,0015245950 00040,,5.0,Purchase Requisition,0,CAD,,0,CAD,2019-11-08,2019-09-25,Sanding Disc,15245950.0,15245950.0,PREQ,40.0,40.0,,,7312.0
9075,0015129966 00020,,5.0,Purchase Requisition,0,CAD,,0,CAD,2019-09-19,2019-08-09,Grinding Disc as per quote,15129966.0,15129966.0,PREQ,20.0,20.0,,,7312.0
9076,0015129928 00010,,5.0,Purchase Requisition,0,CAD,,0,CAD,2019-11-06,2019-08-09,Sanding Disc as per quote,15129928.0,15129928.0,PREQ,10.0,10.0,,,7312.0
9077,0015129834 00010,,5.0,Purchase Requisition,0,CAD,,0,CAD,2019-09-19,2019-08-09,Grinding Disc as per quote,15129834.0,15129834.0,PREQ,10.0,10.0,,,7312.0
9078,0015007560 00040,,5.0,Purchase Requisition,0,CAD,,0,CAD,2019-08-01,2019-06-14,Sanding Disc,15007560.0,15007560.0,PREQ,40.0,40.0,,,7312.0
9079,0014966687 00040,,5.0,Purchase Requisition,0,CAD,,0,CAD,2019-07-05,2019-05-28,Sand Paper,14966687.0,14966687.0,PREQ,40.0,40.0,,,7312.0
9080,0014923004 00010,,5.0,Purchase Requisition,0,CAD,,0,CAD,2019-06-25,2019-05-08,"Cut off, sanding disc as per quote",14923004.0,14923004.0,PREQ,10.0,10.0,,,7312.0
9081,0014911280 00020,,5.0,Purchase Requisition,0,CAD,,0,CAD,2019-06-13,2019-05-03,Sanding Wheel as per quote,14911280.0,14911280.0,PREQ,20.0,20.0,,,7312.0
9082,0014898737 00040,,5.0,Purchase Requisition,0,CAD,,0,CAD,2019-06-25,2019-04-29,Sanding Wheels as per quote,14898737.0,14898737.0,PREQ,40.0,40.0,,,7312.0
9083,0014891602 00010,,5.0,Purchase Requisition,0,CAD,,0,CAD,2019-06-10,2019-04-25,Sand Blast Media,14891602.0,14891602.0,PREQ,10.0,10.0,,,7312.0
9084,0014877823 00020,,5.0,Purchase Requisition,0,CAD,,0,CAD,2019-05-31,2019-04-17,Cut off wheel as per quote,14877823.0,14877823.0,PREQ,20.0,20.0,,,7312.0
9086,4502080714 00002,,5.0,Purchase Order,154,CAD,,154,CAD,2020-03-03,2020-03-03,Grinding Disc as per quote,4502080714.0,4502080714.0,PORD,2.0,2.0,,,7312.0
9087,4502080181 00004,,5.0,Purchase Order,265.15,CAD,,265.15,CAD,2020-03-02,2020-03-02,Abrasive Disc as per quote,4502080181.0,4502080181.0,PORD,4.0,4.0,,,7312.0
9088,4502072272 00001,,5.0,Purchase Order,977.1,CAD,,977.1,CAD,2020-03-05,2020-02-18,Grinder Points as per quote,4502072272.0,4502072272.0,PORD,1.0,1.0,,,7312.0
9089,4502071711 00004,,5.0,Purchase Order,128.25,CAD,,128.25,CAD,2020-02-17,2020-02-17,Grinding Disc as per quote,4502071711.0,4502071711.0,PORD,4.0,4.0,,,7312.0
9090,4502070319 00004,,5.0,Purchase Order,435,CAD,,435,CAD,2020-02-13,2020-02-13,Grinding Disc as per quote,4502070319.0,4502070319.0,PORD,4.0,4.0,,,7312.0
9091,4502033403 00005,,5.0,Purchase Order,102.35,CAD,,102.35,CAD,2020-01-27,2019-11-28,Sanding Disc as per quote,4502033403.0,4502033403.0,PORD,5.0,5.0,,,7312.0
9092,4501999538 00002,,5.0,Purchase Order,238,CAD,,238,CAD,2019-11-15,2019-09-26,Grinding Disc as per quote,4501999538.0,4501999538.0,PORD,2.0,2.0,,,7312.0
9093,4501995847 00004,,5.0,Purchase Order,39.75,CAD,,39.75,CAD,2019-11-08,2019-09-19,Sanding Disc,4501995847.0,4501995847.0,PORD,4.0,4.0,,,7312.0
9094,4501976018 00002,,5.0,Purchase Order,381.6,CAD,,381.6,CAD,2019-09-19,2019-08-09,Grinding Disc as per quote,4501976018.0,4501976018.0,PORD,2.0,2.0,,,7312.0
9095,4501975583 00001,,5.0,Purchase Order,182.8,CAD,,182.8,CAD,2019-09-05,2019-08-08,Sanding Disc as per quote,4501975583.0,4501975583.0,PORD,1.0,1.0,,,7312.0
9096,4501975561 00001,,5.0,Purchase Order,942.15,CAD,,942.15,CAD,2019-09-19,2019-08-08,Grinding Disc as per quote,4501975561.0,4501975561.0,PORD,1.0,1.0,,,7312.0
9097,4501950216 00004,,5.0,Purchase Order,123.85,CAD,,123.85,CAD,2019-08-01,2019-06-14,Sanding Disc as per quote,4501950216.0,4501950216.0,PORD,4.0,4.0,,,7312.0
9098,4501939068 00004,,5.0,Purchase Order,30.25,CAD,,30.25,CAD,2019-07-05,2019-05-24,Sand Paper,4501939068.0,4501939068.0,PORD,4.0,4.0,,,7312.0
9099,4501930135 00001,,5.0,Purchase Order,330,CAD,,330,CAD,2019-06-25,2019-05-08,"Cut off, sanding disc as per quote",4501930135.0,4501930135.0,PORD,1.0,1.0,,,7312.0
9100,4501927102 00002,,5.0,Purchase Order,28.2,CAD,,28.2,CAD,2019-06-13,2019-05-03,Sanding Wheel as per quote,4501927102.0,4501927102.0,PORD,2.0,2.0,,,7312.0
9101,4501923906 00004,,5.0,Purchase Order,152.04,CAD,,152.04,CAD,2019-06-25,2019-04-29,Sanding Wheels as per quote,4501923906.0,4501923906.0,PORD,4.0,4.0,,,7312.0
9102,4501921995 00001,,5.0,Purchase Order,"3,307.20",CAD,,"3,307.20",CAD,2019-06-10,2019-04-25,Sand Blast Media,4501921995.0,4501921995.0,PORD,1.0,1.0,,,7312.0
9103,4501918884 00002,,5.0,Purchase Order,133,CAD,,133,CAD,2019-05-30,2019-04-17,Cut off wheel as per quote,4501918884.0,4501918884.0,PORD,2.0,2.0,,,7312.0
9108,0015676716 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2020-03-02,2020-03-02,ATF Fluid,15676716.0,15676716.0,PREQ,10.0,10.0,,,7341.0
9109,0015664247 00020,,6.0,Purchase Requisition,0,CAD,,0,CAD,2020-02-26,2020-02-26,john Deere Oil 15W40,15664247.0,15664247.0,PREQ,20.0,20.0,,,7341.0
9110,0015664247 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2020-02-26,2020-02-26,John Deere Hy-Gard,15664247.0,15664247.0,PREQ,10.0,10.0,,,7341.0
9111,0015663578 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2020-02-26,2020-02-26,oil change kit,15663578.0,15663578.0,PREQ,10.0,10.0,,,7341.0
9112,0015663139 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2020-02-26,2020-02-26,M4 oil - 4L,15663139.0,15663139.0,PREQ,10.0,10.0,,,7341.0
9113,0015660541 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2020-02-25,2020-02-25,chainsaw oil,15660541.0,15660541.0,PREQ,10.0,10.0,,,7341.0
9114,0015650680 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2020-02-21,2020-02-21,Oil as per quote,15650680.0,15650680.0,PREQ,10.0,10.0,,,7341.0
9115,0015647544 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2020-02-20,2020-02-20,Oil as per quote,15647544.0,15647544.0,PREQ,10.0,10.0,,,7341.0
9116,0015642754 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2020-02-19,2020-02-19,Krown Undercoat as per quote,15642754.0,15642754.0,PREQ,10.0,10.0,,,7341.0
9117,0015638755 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2020-02-21,2020-02-18,Fluid Film as per quote,15638755.0,15638755.0,PREQ,10.0,10.0,,,7341.0
9118,0015636085 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2020-02-21,2020-02-17,Seafoam as per quote,15636085.0,15636085.0,PREQ,10.0,10.0,,,7341.0
9119,0015624323 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2020-02-12,2020-02-12,Klear Windshield Washer Fluid,15624323.0,15624323.0,PREQ,10.0,10.0,,,7341.0
9120,0015578207 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2020-01-28,2020-01-28,Degreaser,15578207.0,15578207.0,PREQ,10.0,10.0,,,7341.0
9121,0015560938 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2020-02-20,2020-01-22,DEF as per quote,15560938.0,15560938.0,PREQ,10.0,10.0,,,7341.0
9122,0015547003 00050,,6.0,Purchase Requisition,0,CAD,,0,CAD,2020-01-24,2020-01-17,PAG Oil,15547003.0,15547003.0,PREQ,50.0,50.0,,,7341.0
9123,0015544454 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2020-01-24,2020-01-16,Rad Flush as per quote,15544454.0,15544454.0,PREQ,10.0,10.0,,,7341.0
9124,0015543087 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2020-01-17,2020-01-16,Refrigerant R134A,15543087.0,15543087.0,PREQ,10.0,10.0,,,7341.0
9125,0015459038 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2020-01-22,2019-12-09,prestone coolant flush,15459038.0,15459038.0,PREQ,10.0,10.0,,,7341.0
9126,0015419613 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-12-03,2019-11-26,John Deere Hyguard,15419613.0,15419613.0,PREQ,10.0,10.0,,,7341.0
9127,0015409173 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2020-02-20,2019-11-22,Washer Fluid,15409173.0,15409173.0,PREQ,10.0,10.0,,,7341.0
9128,0015298944 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-10-25,2019-10-16,Oil as per quote,15298944.0,15298944.0,PREQ,10.0,10.0,,,7341.0
9129,0015280171 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-10-15,2019-10-08,Gear Oil as per quote,15280171.0,15280171.0,PREQ,10.0,10.0,,,7341.0
9130,0015276800 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-10-15,2019-10-07,"Oil, Brake Fluid, Coolant as per quote",15276800.0,15276800.0,PREQ,10.0,10.0,,,7341.0
9131,0014615612 00040,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-10-18,2019-09-30,Hydraulic oil AW32,14615612.0,14615612.0,PREQ,40.0,40.0,,,7341.0
9132,0015207568 00020,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-10-25,2019-09-11,Handling,15207568.0,15207568.0,PREQ,20.0,20.0,,,7341.0
9133,0015207568 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-10-25,2019-09-11,Degreaser as per quote,15207568.0,15207568.0,PREQ,10.0,10.0,,,7341.0
9134,0015158535 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-09-16,2019-08-21,Kubota Premium UDT hydraulic fluid,15158535.0,15158535.0,PREQ,10.0,10.0,,,7341.0
9135,0015145818 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-09-05,2019-08-16,DEF Fluid as per quote,15145818.0,15145818.0,PREQ,10.0,10.0,,,7341.0
9136,0015049502 00030,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-07-11,2019-07-04,Red n Tacky Grease,15049502.0,15049502.0,PREQ,30.0,30.0,,,7341.0
9137,0015049502 00020,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-07-11,2019-07-04,Dexos 5W20,15049502.0,15049502.0,PREQ,20.0,20.0,,,7341.0
9138,0015049502 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-07-11,2019-07-04,Motor Treatment,15049502.0,15049502.0,PREQ,10.0,10.0,,,7341.0
9139,0015048965 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-08-01,2019-07-04,"Oil, Brake Fluid & Coolant as per quote",15048965.0,15048965.0,PREQ,10.0,10.0,,,7341.0
9140,0015001960 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2020-01-29,2019-06-12,PS-4 QT(engine oil),15001960.0,15001960.0,PREQ,10.0,10.0,,,7341.0
9141,0015001955 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2020-02-21,2019-06-12,PS-4 QT(engine oil),15001955.0,15001955.0,PREQ,10.0,10.0,,,7341.0
9142,0015001961 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2020-02-21,2019-06-12,PS-4 QT(engine oil),15001961.0,15001961.0,PREQ,10.0,10.0,,,7341.0
9143,0015001963 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-09-10,2019-06-12,PS-4 QT(engine oil),15001963.0,15001963.0,PREQ,10.0,10.0,,,7341.0
9144,0015002185 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-09-10,2019-06-12,PS-4 QT(engine oil),15002185.0,15002185.0,PREQ,10.0,10.0,,,7341.0
9145,0015002187 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-09-17,2019-06-12,PS-4 QT(engine oil),15002187.0,15002187.0,PREQ,10.0,10.0,,,7341.0
9146,0014935908 00030,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-08-20,2019-05-14,Oil Plus 50 15W40 4L,14935908.0,14935908.0,PREQ,30.0,30.0,,,7341.0
9147,0014935905 00030,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-08-20,2019-05-14,Oil Plus 50 15W40 4L,14935905.0,14935905.0,PREQ,30.0,30.0,,,7341.0
9148,0014919419 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-05-31,2019-05-07,Brake Lube,14919419.0,14919419.0,PREQ,10.0,10.0,,,7341.0
9149,0014916025 00030,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-05-31,2019-05-06,Seal Compound,14916025.0,14916025.0,PREQ,30.0,30.0,,,7341.0
9150,0014916025 00020,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-05-31,2019-05-06,Grease,14916025.0,14916025.0,PREQ,20.0,20.0,,,7341.0
9151,0014916025 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-05-31,2019-05-06,Grease,14916025.0,14916025.0,PREQ,10.0,10.0,,,7341.0
9152,0014909163 00020,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-05-09,2019-05-02,Tire Soap,14909163.0,14909163.0,PREQ,20.0,20.0,,,7341.0
9153,0014909163 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-05-09,2019-05-02,Power Steering Fluid,14909163.0,14909163.0,PREQ,10.0,10.0,,,7341.0
9154,0014838196 00030,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-05-02,2019-04-02,Plus 50 II 15W40 .946L,14838196.0,14838196.0,PREQ,30.0,30.0,,,7341.0
9155,0014838196 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-05-02,2019-04-02,Plus 50 II 15W40 9.46L,14838196.0,14838196.0,PREQ,10.0,10.0,,,7341.0
9156,0014872547 00020,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-04-18,2019-04-15,Oil,14872547.0,14872547.0,PREQ,20.0,20.0,,,7341.0
9157,0014872547 00010,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-04-18,2019-04-15,Oil,14872547.0,14872547.0,PREQ,10.0,10.0,,,7341.0
9158,0014872061 00030,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-04-18,2019-04-15,Oil,14872061.0,14872061.0,PREQ,30.0,30.0,,,7341.0
9159,0014872061 00020,,6.0,Purchase Requisition,0,CAD,,0,CAD,2019-04-18,2019-04-15,Oil,14872061.0,14872061.0,PREQ,20.0,20.0,,,7341.0
9161,4502080365 00001,,6.0,Purchase Order,95.88,CAD,,95.88,CAD,2020-03-02,2020-03-02,ATF Fluid,4502080365.0,4502080365.0,PORD,1.0,1.0,,,7341.0
9162,4502077573 00002,,6.0,Purchase Order,902.75,CAD,,902.75,CAD,2020-03-05,2020-02-26,john Deere Oil 15W40,4502077573.0,4502077573.0,PORD,2.0,2.0,,,7341.0
9163,4502077573 00001,,6.0,Purchase Order,"2,902.50",CAD,,"2,902.50",CAD,2020-03-05,2020-02-26,John Deere Hy-Gard,4502077573.0,4502077573.0,PORD,1.0,1.0,,,7341.0
9165,4502077371 00001,,6.0,Purchase Order,85.98,CAD,,85.98,CAD,2020-02-26,2020-02-25,M4 oil - 4L,4502077371.0,4502077371.0,PORD,1.0,1.0,,,7341.0
9166,4502077217 00001,,6.0,Purchase Order,33.98,CAD,,33.98,CAD,2020-02-26,2020-02-25,chainsaw oil,4502077217.0,4502077217.0,PORD,1.0,1.0,,,7341.0
9167,4502075194 00001,,6.0,Purchase Order,396.64,CAD,,396.64,CAD,2020-02-21,2020-02-21,Oil as per quote,4502075194.0,4502075194.0,PORD,1.0,1.0,,,7341.0
9168,4502074437 00001,,6.0,Purchase Order,793.28,CAD,,793.28,CAD,2020-02-20,2020-02-20,Oil as per quote,4502074437.0,4502074437.0,PORD,1.0,1.0,,,7341.0
9169,4502073315 00001,,6.0,Purchase Order,867.65,CAD,,867.65,CAD,2020-03-05,2020-02-19,Krown Undercoat as per quote,4502073315.0,4502073315.0,PORD,1.0,1.0,,,7341.0
9170,4502072279 00001,,6.0,Purchase Order,838.2,CAD,,838.2,CAD,2020-02-21,2020-02-18,Fluid Film as per quote,4502072279.0,4502072279.0,PORD,1.0,1.0,,,7341.0
9171,4502071709 00001,,6.0,Purchase Order,479.52,CAD,,479.52,CAD,2020-02-21,2020-02-17,Seafoam as per quote,4502071709.0,4502071709.0,PORD,1.0,1.0,,,7341.0
9172,4502069434 00001,,6.0,Purchase Order,686,CAD,,686,CAD,2020-02-12,2020-02-12,Klear Windshield Washer Fluid,4502069434.0,4502069434.0,PORD,1.0,1.0,,,7341.0
9173,4502058420 00001,,6.0,Purchase Order,950,CAD,,950,CAD,2020-01-28,2020-01-27,Degreaser,4502058420.0,4502058420.0,PORD,1.0,1.0,,,7341.0
9174,4502059178 00010,,6.0,Purchase Order,"2,095.02",CAD,,"2,095.02",CAD,2020-03-03,2020-01-28,Krown T-40 Rustproofing,4502059178.0,4502059178.0,PORD,10.0,10.0,,,7341.0
9175,4502059178 00009,,6.0,Purchase Order,960.76,CAD,,960.76,CAD,2020-03-03,2020-01-28,EP-0 Grease   KLGR1085,4502059178.0,4502059178.0,PORD,9.0,9.0,,,7341.0
9176,4502059178 00008,,6.0,Purchase Order,8.32,CAD,,8.32,CAD,2020-03-03,2020-01-28,enviromental fee,4502059178.0,4502059178.0,PORD,8.0,8.0,,,7341.0
9177,4502059178 00007,,6.0,Purchase Order,740.36,CAD,,740.36,CAD,2020-03-03,2020-01-28,Mobil Hydraul 56  121464,4502059178.0,4502059178.0,PORD,7.0,7.0,,,7341.0
9178,4502059178 00006,,6.0,Purchase Order,33.28,CAD,,33.28,CAD,2020-03-03,2020-01-28,enviromental fee,4502059178.0,4502059178.0,PORD,6.0,6.0,,,7341.0
9179,4502059178 00005,,6.0,Purchase Order,"6,502.76",CAD,,"6,502.76",CAD,2020-03-03,2020-01-28,75W90 synthetic engine oil KLGL2090,4502059178.0,4502059178.0,PORD,5.0,5.0,,,7341.0
9180,4502059178 00004,,6.0,Purchase Order,16.64,CAD,,16.64,CAD,2020-03-03,2020-01-28,enviromental fee,4502059178.0,4502059178.0,PORD,4.0,4.0,,,7341.0
9181,4502059178 00003,,6.0,Purchase Order,"1,859.78",CAD,,"1,859.78",CAD,2020-03-03,2020-01-28,5W20 synthetic engine oil KLLD3290,4502059178.0,4502059178.0,PORD,3.0,3.0,,,7341.0
